b_0	Saguinus_oedipus,Nycticebus_pygmaeus,Gorilla_gorilla	Saguinus_midas,Galago_senegalensis,Theropithecus_gelada
b_1	Hylobates_lar,Microcebus_murinus,Galago_moholi	Ateles_geoffroyi,Cercopithecus_neglectus,Alouatta_caraya
b_2	Hylobates_lar,Trachypithecus_auratus,Macaca_fascicularis	Saguinus_bicolor,Saguinus_midas,Galago_senegalensis
b_3	Alouatta_caraya,Galago_moholi,Eulemur_macaco	Gorilla_gorilla,Varecia_rubra,Hylobates_lar
b_4	Theropithecus_gelada,Sapajus_apella,Macaca_nigra	Microcebus_murinus,Galago_moholi,Propithecus_coquereli
b_5	Gorilla_gorilla,Trachypithecus_auratus,Colobus_guereza	Galago_moholi,Nycticebus_coucang,Galago_senegalensis
b_6	Cercopithecus_neglectus,Trachypithecus_auratus,Theropithecus_gelada	Callithrix_geoffroyi,Callimico_goeldii,Alouatta_caraya
b_7	Cercopithecus_neglectus,Varecia_rubra,Theropithecus_gelada	Eulemur_macaco,Macaca_nigra,Leontopithecus_chrysomelas
b_8	Mico_argentatus,Macaca_silenus,Trachypithecus_auratus	Hylobates_lar,Nycticebus_pygmaeus,Ateles_geoffroyi
b_9	Saguinus_oedipus,Eulemur_macaco,Trachypithecus_cristatus	Saimiri_sciureus,Nycticebus_coucang,Nycticebus_pygmaeus
b_10	Leontopithecus_rosalia,Saguinus_oedipus,Cebuella_pygmaea	Cercopithecus_neglectus,Varecia_rubra,Macaca_fuscata
b_11	Trachypithecus_auratus,Sapajus_apella,Hylobates_lar	Eulemur_macaco,Macaca_nigra,Gorilla_gorilla
b_12	Mico_argentatus,Callithrix_geoffroyi,Leontopithecus_chrysomelas	Ateles_geoffroyi,Macaca_silenus,Hylobates_lar
b_13	Nycticebus_pygmaeus,Theropithecus_gelada,Eulemur_macaco	Cebuella_pygmaea,Varecia_rubra,Leontopithecus_rosalia
b_14	Galago_senegalensis,Gorilla_gorilla,Trachypithecus_francoisi	Leontopithecus_rosalia,Saguinus_imperator,Propithecus_coquereli
b_15	Galago_moholi,Gorilla_gorilla,Nycticebus_coucang	Hylobates_lar,Macaca_fascicularis,Macaca_silenus
b_16	Galago_senegalensis,Microcebus_murinus,Leontopithecus_rosalia	Trachypithecus_auratus,Macaca_nigra,Trachypithecus_cristatus
